"Title","Author_Info","Journal","Year","Label"
"A Cognitive-Behavioral Therapy Group Intervention for Hypersexual Disorder: A Feasibility Study.","Hallberg J, et al.","J Sex Med",2017,"sex"
"Investigating Clinically and Scientifically Useful Cut Points on the Compulsive Sexual Behavior Inventory.","Miner MH, et al.","J Sex Med",2017,"sex"
"Diagnosis and treatment of participants of support groups for hypersexual disorder.","Tierens E, et al.","Arch Ital Urol Androl",2014,"sex"
"Mindfulness, emotional dysregulation, impulsivity, and stress proneness among hypersexual patients.","Reid RC, et al.","J Clin Psychol",2014,"sex"
"The use of online methodologies in studying paraphilias - A review.","Griffiths MD.","J Behav Addict",2012,"sex"
"The development of the Compulsive Sexual Behavior Disorder Scale (CSBD-19): An ICD-11 based screening measure across three languages.","Bőthe B, et al.","J Behav Addict",2020,"sex"
"Treatment of compulsive sexual behaviour with clomipramine and valproic acid.","Gulsun M, et al.","Clin Drug Investig",2007,"sex"
"New centre treats MDs whose careers are in shambles because of sex abuse.","Williams LS.","CMAJ",1995,"sex"
"Hypermethylation-associated downregulation of microRNA-4456 in hypersexual disorder with putative influence on oxytocin signalling: A DNA methylation analysis of miRNA genes.","Boström AE, et al.","Epigenetics",2020,"sex"
"The effect of 8-OH-DPAT and dapoxetine on gene expression in the brain of male rats during ejaculation.","Qin X, et al.","Acta Pharm Sin B",2017,"sex"
"[Sexual addiction in alcohol abuse and dependence. Clinical, nosologic and psychoanalytic aspects].","Roth K.","Nervenarzt",1992,"sex"
"The negative consequences of hypersexuality: Revisiting the factor structure of the Hypersexual Behavior Consequences Scale and its correlates in a large, non-clinical sample.","Koós M, et al.","Addict Behav Rep",2020,"sex"
"Biochemical aspects of effects of mesenchymal stem cell treatment in chronic wounds progressive healing.","Athanerey A, et al.","Cell Tissue Bank",2023,"sex"
"Dispositional Mindfulness, Shame, and Compulsive Sexual Behaviors among Men in Residential Treatment for Substance Use Disorders.","Brem MJ, et al.","Mindfulness (N Y)",2017,"sex"
"Typology of patients with behavioral addictions or eating disorders during a one-year period of care: Exploring similarities of trajectory using growth mixture modeling coupled with latent class analysis.","Montourcy M, et al.","PLoS One",2018,"sex"
"Does the addiction in online pornography affect the behavioral pattern of undergrad private university students in Bangladesh?","Chowdhury MRHK, et al.","Int J Health Sci (Qassim)",2018,"sex"
"Pushing the wrong buttons: men's and women's attitudes toward online and offline infidelity.","Whitty MT.","Cyberpsychol Behav",2003,"sex"
"Improving addictions treatment outcomes by empowering self and others.","Wood TE, et al.","Int J Ment Health Nurs",2010,"sex"
"Gender Differences in Compulsive Buying Disorder: Assessment of Demographic and Psychiatric Co-Morbidities.","Nicoli de Mattos C, et al.","PLoS One",2016,"sex"
"[The psychotherapy of male patient with sex addiction].","Hamvas E, et al.","Psychiatr Hung",2017,"sex"
"[Expanding the addiction concept exemplified by sexual disorders. Critical comments on the contribution by K. Roth. Sexual addiction in alcohol misuse and dependence].","Spengler A.","Nervenarzt",1992,"sex"
"A case report of topiramate in the treatment of nonparaphilic sexual addiction.","Fong TW, et al.","J Clin Psychopharmacol",2005,"sex"
"Assessing compulsive sexual behavior disorder: The development and international validation of the compulsive sexual behavior disorder-diagnostic inventory (CSBD-DI).","Grubbs JB, et al.","J Behav Addict",2023,"sex"
"Tricyclic antidepressants intoxication in Tehran, Iran: epidemiology and associated factors.","Dianat S, et al.","Hum Exp Toxicol",2011,"sex"
"Does experiential avoidance explain the relationships between shame, PTSD symptoms, and compulsive sexual behaviour among women in substance use treatment?","Brem MJ, et al.","Clin Psychol Psychother",2018,"sex"
"Design in topographical space of peptide and peptidomimetic ligands that affect behavior. A chemist's glimpse at the mind--body problem.","Hruby VJ.","Acc Chem Res",2001,"sex"
"Serum malondialdehyde level: Surrogate stress marker in the Sikkimese diabetics.","Bhutia Y, et al.","J Nat Sci Biol Med",2011,"sex"
"Hypersexuality, Paraphilic Behaviors, and Gender Dysphoria in Individuals with Klinefelter's Syndrome.","Fisher AD, et al.","J Sex Med",2015,"sex"
"A preliminary investigation of the relationship between early maladaptive schemas and compulsive sexual behaviors in a substance-dependent population.","Elmquist J, et al.","J Subst Use",2016,"sex"
"Marital satisfaction during recovery from self-identified sexual addiction among bisexual men and their wives.","Schneider JP, et al.","J Sex Marital Ther",1990,"sex"
"Treatment and recovery for sexual addicts.","Manley G.","Nurse Pract",1990,"sex"
"Adolescent sexual abuse: clinical discussion of a community treatment response.","Abrams ME.","Semin Adolesc Med",1987,"sex"
"[Drug modulation of libido and sexual activity. Behavior effect of GnRH analog in man].","Thibaut F, et al.","Ann Endocrinol (Paris)",1994,"sex"
"Correlation of addictive factors, human papilloma virus infection and histopathology of oral submucous fibrosis.","Mehrotra R, et al.","J Oral Pathol Med",2010,"sex"
"Sexual addiction: a new phenomenon?. Interview by J.G. Meisler.","Myers W, et al.","J Womens Health",1998,"sex"
"The SCOPE study: health-care consumption related to patients with chronic obstructive pulmonary disease in France.","Detournay B, et al.","Value Health",2004,"sex"
"Sacramental psychology: Treating intimacy failure in catholic priests.","Holmes PA.","J Relig Health",1996,"sex"
"Childhood Trauma as a Risk Factor for High Risk Behaviors in Adolescents with Borderline Personality Disorder.","Zashchirinskaia O, et al.","Iran J Psychiatry",2023,"sex"
"[Sex addiction diagnosis. When libido becomes a burden. Interview by Dr. Beate Schumacher].","Mäulen B.","MMW Fortschr Med",2000,"sex"
